itemId,shopId,title,brand,cat_id,models_count,is_pre_order,price_min_twd,price_max_twd,price_mid_twd,discount_pct,shipping_fee_min_twd,is_free_shipping,is_service_by_shopee,rating_avg,rating_count,comment_count,liked_count,is_official_shop,shop_name,shop_location,shop_rating,shop_follower_count,shop_item_count,shop_response_rate,shop_response_time,is_shopee_verified,price_bucket,discount_band,rating_tier,engagement_tier,review_bucket
2328800,156554,六協5孔刮絲器台灣製,Unknown,100636,1,false,120.0,120.0,120.0,0.0,-1.0,true,false,5.0,9,9,21,false,宜承廚房烘焙(訂單金額不含運滿$100才出貨）,臺北市大同區,4.966552734375,3848,858,73.0,5603,false,2. TWD 100-499,1. No Discount,4. Average,4. Low Engagement,3. 5-19
2912567,121183,»2入更便宜 公司貨三菱 抗菌消臭紙袋 歌林.三星.東元 集塵袋 MP-3/MP3紙袋 日本製吸塵器專用集塵紙袋~,MITSUBISHI 三菱,100010,2,false,283.0,540.0,411.5,0.0,-1.0,false,false,4.964824199676514,597,602,165,false,買家電找我，甜甜價,高雄市三民區,4.9792070388793945,1602,175,65.0,11282,false,2. TWD 100-499,1. No Discount,1. Top Rated,3. Growing (100-499),5. 50+
4974122,2037372,【特品屋】滿千免運 台灣製 43L 平板 LF0091 抽屜整理箱 整理箱 置物箱 衣物箱 收納箱 抽屜箱,Unknown,100636,1,false,680.0,680.0,680.0,0.0,12000000.0,true,false,4.807692527770996,26,26,81,false,特品屋居家生活館,新北市蘆洲區,4.960177898406982,6359,1608,99.0,4983,false,3. TWD 500-999,1. No Discount,2. Well Rated,4. Low Engagement,4. 20-49
5861740,1452270,【東京速購】日本Pelican 沛麗康 For Back  背中 背部專用石鹼潔膚香皂,Unknown,100630,1,false,149.0,149.0,149.0,0.0,-1.0,true,false,5.0,22,22,20,false,東京速購日韓商品店,臺中市北屯區,4.9756269454956055,16686,3638,100.0,10371,true,2. TWD 100-499,1. No Discount,2. Well Rated,4. Low Engagement,4. 20-49
7806700,190021,(公司貨) Thermos 膳魔師 不銹鋼真空保溫瓶/運動保冷瓶 運動水壺 600ML FFQ-600 吸管瓶,THERMOS 膳魔師,100636,2,false,699.0,699.0,699.0,0.0,-1.0,false,false,5.0,25,23,80,false,Thermos 膳魔師 康寧 樂扣 仙德曼 太和工房 公司貨,高雄市新興區,4.966991901397705,4920,1059,97.0,6933,true,3. TWD 500-999,1. No Discount,2. Well Rated,4. Low Engagement,4. 20-49
8732281,227477,西雅圖 焦糖 瑪琪朵 英倫 奶茶 藍山 濾掛 奧地利 拿鐵  抹茶 拿鐵 草莓 歐蕾 小7版 7-11 濃奶茶,BARISTA COFFEE 西雅圖極品咖啡,100629,19,false,14.0,15.0,14.5,0.0,-1.0,false,false,5.0,257,269,95,false,小可A柑仔店,臺南市永康區,4.959690093994141,1105,170,,0,false,1. Under TWD 100,1. No Discount,1. Top Rated,4. Low Engagement,5. 50+
11710539,2608227,健康本味 魷魚排片 魷魚條 鱈魚條 炭烤魷魚條 碳烤 魷魚絲  尤魚條 古早味 名產,健康本味,100629,1,false,149.0,149.0,149.0,53.0,-1.0,true,false,4.926900386810303,342,340,81,true,健康本味 - 辦公室團購零食、堅果、蔬果脆片、蒟蒻乾、韓國泡麵、柚子茶,新北市新莊區,4.94229793548584,70604,349,70.0,12559,false,2. TWD 100-499,6. 50%+,1. Top Rated,4. Low Engagement,5. 50+
12151307,2429857,三五購物 夏季必備 前檔 雙面銀氣泡棉汽車擋風玻璃遮擋 前檔 反光板 前擋遮陽擋 雙面鋁箔隔熱遮陽板 遮陽檔 太陽檔,Unknown,100640,2,false,59.0,69.0,64.0,0.0,-1.0,false,false,4.818181991577148,253,255,127,false,三五購物 📣全店【商品總額】滿３５元才會出貨喔，如有通知刪單請配合，謝謝📣,臺北市文山區,4.870842933654785,15469,622,63.0,11347,false,1. Under TWD 100,1. No Discount,1. Top Rated,3. Growing (100-499),5. 50+
12762159,4195384,🎀 出清特價Puku藍色企鵝推車把手保護套2入 🎀出清了,PUKU 藍色企鵝,100632,3,false,129.0,170.0,149.5,0.0,-1.0,true,false,4.97802209854126,91,107,82,false,Apple baby,臺南市官田區,4.977773189544678,1643,675,90.0,5654,false,2. TWD 100-499,1. No Discount,1. Top Rated,4. Low Engagement,5. 50+
12981148,2037372,【特品屋】滿千免運 台灣製造 4L EQ05全方位收納箱 收納箱 置物箱 工具箱 玩具箱 小物收納箱,Unknown,100636,1,false,85.0,85.0,85.0,0.0,-1.0,true,false,4.875,16,16,20,false,特品屋居家生活館,新北市蘆洲區,4.960177898406982,6359,1608,99.0,4983,false,1. Under TWD 100,1. No Discount,4. Average,4. Low Engagement,3. 5-19
13271001,3148338,長頸鹿圓領糖果系打底衫 內衣上衣 長袖T恤 必備上衣     👑kiwi小舖  【CC071】,Unknown,100633,1,false,79.0,79.0,79.0,0.0,-1.0,true,false,0.0,0,1,6,false,kiwi小舖,彰化縣和美鎮,4.903653144836426,2901,827,75.0,14796,false,1. Under TWD 100,1. No Discount,3. Few Reviews,4. Low Engagement,1. No Reviews
13933945,861145,歌磨 utamaro 魔法家事皂/洗衣皂 133g/1入 除菌 消臭 日本製『山姆百貨』,Unknown,100636,1,false,62.0,62.0,62.0,0.0,-1.0,false,false,5.0,3,3,3,false,『山姆百貨』台北重慶門市最安心,臺北市大同區,4.967658042907715,55194,1613,91.0,8021,false,1. Under TWD 100,1. No Discount,3. Few Reviews,4. Low Engagement,2. 1-4
13966385,530040,✨現貨～日本製 日本熱賣暢銷老字號 純天然 湯之花 萬用超強去汙清潔膏 萬用清潔膏 400g 水垢 霉斑,Unknown,100636,1,false,450.0,450.0,450.0,0.0,-1.0,false,false,0.0,0,0,0,false,日日時光 ,新北市土城區,4.982176780700684,1255,499,100.0,761,false,2. TWD 100-499,1. No Discount,3. Few Reviews,4. Low Engagement,1. No Reviews
14063559,4143940,【天隆五金】(附發票) 美國 IRWIN 握手牌 VISE-GRIP 4LN 6LN 9LN 尖嘴萬能鉗,IRWIN TOOLS,100636,3,false,375.0,485.0,430.0,3.0,-1.0,false,false,4.960526466369629,76,74,33,false,天隆五金專賣店~最低出貨金額150(不含運),苗栗縣竹南鎮,4.974703788757324,19469,1856,93.0,7210,false,2. TWD 100-499,2. 1-9%,1. Top Rated,4. Low Engagement,5. 50+
15274577,4476982,<蝦皮3M>【3M】UVA2000紫外線殺菌淨水器專用替換濾心,3M,100010,1,false,2632.0,2632.0,2632.0,12.0,-1.0,true,false,0.0,0,0,1,false,<3M小屋>,臺南市仁德區,4.944846153259277,3580,223,73.0,11449,false,"4. TWD 1,000-2,999",3. 10-19%,3. Few Reviews,4. Low Engagement,1. No Reviews
15762689,4588175,含稅【晨風社】日本製 Maxell 公司貨 SR726W(396) / SR726SW(397) 氧化銀電池,maxell 麥克賽爾,100010,2,false,42.0,45.0,43.5,0.0,-1.0,false,false,4.971930027008057,570,574,87,false,晨風社 專業電池電料批發零售,基隆市暖暖區,4.976950168609619,1828,247,97.0,2323,true,1. Under TWD 100,1. No Discount,1. Top Rated,4. Low Engagement,5. 50+
16113589,4234500,TOMY TOMICA 多美 非賣品 麥當勞 集點 滿額 贈品 粉紅 雙層 漢堡車 漢堡 薯條車 薯條 貨車 卡車,TAKARATOMY,100639,1,true,1250.0,1250.0,1250.0,0.0,-1.0,false,false,5.0,21,23,56,false,samhsu716019,桃園市觀音區,4.991881847381592,1092,961,97.0,2071,false,"4. TWD 1,000-2,999",1. No Discount,2. Well Rated,4. Low Engagement,4. 20-49
16421594,3407541,【三龍法師】招桃花姻緣魅力月老四件套裝組】,Unknown,100636,1,true,3800.0,3800.0,3800.0,0.0,-1.0,true,false,4.990384578704834,104,104,44,false,三龍法師 專業符咒服務,臺南市安南區,4.989160060882568,3485,117,41.0,9873,false,"5. TWD 3,000-9,999",1. No Discount,1. Top Rated,4. Low Engagement,5. 50+
16455328,3132359,萬事捷 護貝膠膜 水藍盒 /一盒110張入 掛號證 識別證 護貝膜 有防靜電特殊處理,萬事捷,100638,7,false,35.0,140.0,87.5,0.0,-1.0,true,false,5.0,16,15,16,false,優購精品館,彰化縣花壇鄉,4.947805881500244,258081,4140,70.0,8675,false,1. Under TWD 100,1. No Discount,4. Average,4. Low Engagement,3. 5-19
16751301,2823365,日版 萬代 BANDAI 刀劍亂舞 轉蛋 軟膠吊飾 內番 其之三 其之二,Unknown,100639,3,true,558.0,650.0,604.0,0.0,-1.0,false,false,5.0,4,4,14,false,坑坑相連通天邊,桃園市中壢區,4.9934587478637695,344,119,57.0,0,false,3. TWD 500-999,1. No Discount,3. Few Reviews,4. Low Engagement,2. 1-4
18367739,2367296,工程計算機 CASIO 公司貨附保卡 保固兩年 卡西歐工程用計算機FX-350ES PLUS 最新款,CASIO 卡西歐,100638,1,false,510.0,510.0,510.0,0.0,-1.0,false,false,4.9610137939453125,513,521,264,false,兒童小部落,臺中市大里區,4.960004806518555,41542,1064,100.0,10740,true,3. TWD 500-999,1. No Discount,1. Top Rated,3. Growing (100-499),5. 50+
19863493,2461748,《促銷🎉》DOT-4原廠煞車油 4號煞車油 nissan dot4,Unknown,100640,1,false,120.0,120.0,120.0,4.0,-1.0,false,false,4.9787983894348145,283,287,56,false,"#SALE STORE🎉 -",新竹縣竹北市,4.982603073120117,170,149,80.0,4290,false,2. TWD 100-499,2. 1-9%,1. Top Rated,4. Low Engagement,5. 50+
21364855,1434609,蝦兵蟹將【ISTA 伊士達】IF-733 玻璃 灑水管 套組【16mm】,Unknown,100631,1,false,800.0,800.0,800.0,1.0,-1.0,false,false,0.0,0,0,0,false,蝦兵蟹將(水族寵物商店),臺中市南屯區,4.953494071960449,38927,1759,77.0,7017,false,3. TWD 500-999,2. 1-9%,3. Few Reviews,4. Low Engagement,1. No Reviews
22587723,1466854,穀盛 速食咖哩 綠咖哩 蘋果咖哩 素食咖哩  4種口味可選,KOKUMORI 穀盛,100629,6,true,120.0,120.0,120.0,0.0,-1.0,true,false,5.0,27,27,26,false,禾登營業本部,南投縣草屯鎮,4.960734844207764,1529,323,97.0,1322,false,2. TWD 100-499,1. No Discount,2. Well Rated,4. Low Engagement,4. 20-49
23329400,2533018,只賣正版日本直送 日本貝親限定 綠米奇奶瓶再現 日本 貝親 PPSU 寬口 母乳實感 米奇 動物園 城堡 奶瓶,pigeon 貝親,100632,9,false,219.0,720.0,469.5,0.0,-1.0,false,false,4.990991115570068,780,792,532,false,FB 搜尋 祖母娘娘,基隆市信義區,4.983890056610107,15627,279,74.0,6142,false,2. TWD 100-499,1. No Discount,1. Top Rated,2. Popular (500-999),5. 50+
23444816,190021,【原廠公司貨】☆太和工房 負離子元素運動水壺 新款 不銹鋼內蓋設計 TR55 TR-700T TR700N 700ml,太和工房,100636,7,false,799.0,799.0,799.0,0.0,-1.0,false,false,4.9828572273254395,176,187,320,false,Thermos 膳魔師 康寧 樂扣 仙德曼 太和工房 公司貨,高雄市新興區,4.966991901397705,4920,1059,97.0,6933,true,3. TWD 500-999,1. No Discount,1. Top Rated,3. Growing (100-499),5. 50+
24184215,3132359,PLUS 普樂士 10號釘書針 NO-10 /一小盒1000pcs 10號訂書針 SS-010 30-111,PLUS 普樂士,100638,1,false,6.0,6.0,6.0,0.0,-1.0,true,false,4.97518253326416,685,687,123,false,優購精品館,彰化縣花壇鄉,4.947805881500244,258081,4140,70.0,8675,false,1. Under TWD 100,1. No Discount,1. Top Rated,3. Growing (100-499),5. 50+
25400605,4607894,【168JAPAN】日本代購 東邦 Toho 歌磨 utamaro 魔法家事皂133g 專用皂盒強力 超能 去污皂,Unknown,100636,2,false,50.0,230.0,140.0,0.0,-1.0,true,false,5.0,10,10,11,false,168japan,臺中市北屯區,4.974790096282959,3391,3111,99.0,8808,true,2. TWD 100-499,1. No Discount,4. Average,4. Low Engagement,3. 5-19
26140348,2124705,~Petroyal~Canary海王子季節特選小魚乾(魚乾屬於中小條)~貼心夾鏈袋設計~370g~,CANARY,100631,1,false,335.0,335.0,335.0,0.0,-1.0,false,false,4.989436626434326,284,283,59,false,petroyal 喵汪星球~*,新竹縣新豐鄉,4.969760894775391,59826,2025,88.0,4341,false,2. TWD 100-499,1. No Discount,1. Top Rated,4. Low Engagement,5. 50+
27173462,976973,英倫家居 3D迷人蝴蝶 紅色 12入組 立體壁貼 室內設計 婚禮 展覽 布置 創意 小物 裝潢 飾品 時尚裝飾,iINDOORS,100636,1,false,100.0,100.0,100.0,0.0,-1.0,true,false,0.0,0,0,2,true,英倫家居 iINDOORS,臺中市北區,4.92169713973999,5052,554,86.0,7951,false,2. TWD 100-499,1. No Discount,3. Few Reviews,4. Low Engagement,1. No Reviews
27179020,976973,英倫家居 3D迷人蝴蝶 寶藍色 12入組 立體壁貼 室內設計 婚禮 展覽 布置 創意 小物 裝潢 飾品 時尚裝飾,iINDOORS,100636,1,false,100.0,100.0,100.0,0.0,-1.0,true,false,0.0,0,0,1,true,英倫家居 iINDOORS,臺中市北區,4.92169713973999,5052,554,86.0,7951,false,2. TWD 100-499,1. No Discount,3. Few Reviews,4. Low Engagement,1. No Reviews
29364430,4323144,[超級碳粉]含稅 原廠 HP 934 935 934XL 935XL 全新原廠墨水匣 C2P23AA 6230 6835,Hewlett Packard HP,100644,8,false,652.0,1738.0,1195.0,0.0,-1.0,false,false,4.96610164642334,59,65,13,false,超級碳粉 piliek 超級賣場,高雄市鼓山區,4.98356819152832,5678,819,97.0,4803,false,"4. TWD 1,000-2,999",1. No Discount,1. Top Rated,4. Low Engagement,5. 50+
30005201,6280393,"*大賣家* CANON CLI- 751XL M / 751XL 原廠紅色高容量XL墨水匣,請先詢問庫存",Unknown,100644,1,false,920.0,920.0,920.0,0.0,-1.0,true,false,5.0,1,1,2,false,*大賣家*原廠授權經銷商 碳粉匣墨水匣 印表機 標籤機 出單機 碎紙機  掃描器,臺北市中山區,4.975484848022461,700,1043,93.0,3135,false,3. TWD 500-999,1. No Discount,3. Few Reviews,4. Low Engagement,2. 1-4
31257624,6144320,長庚生技 藍綠藻 (180粒/瓶),Unknown,100636,1,false,485.0,485.0,485.0,0.0,-1.0,false,false,5.0,21,21,11,false,✨川奇✨ 給您安心快樂購,臺北市萬華區,4.970815181732178,73,13,100.0,422,false,2. TWD 100-499,1. No Discount,2. Well Rated,4. Low Engagement,4. 20-49
31330513,5380209,(DB097)小綠蛙手作材料//古青銅色合金配件//海盜骷髏頭//45mm*34mm//一份1個9元,Unknown,100636,1,false,9.0,9.0,9.0,0.0,-1.0,true,false,5.0,4,4,12,false,小綠蛙手作材料,臺南市永康區,4.977199077606201,3960,922,38.0,8344,false,1. Under TWD 100,1. No Discount,3. Few Reviews,4. Low Engagement,2. 1-4
33628235,5584869,台灣製造 長型微波保鮮盒（3入）食材收納盒 置物盒 收納盒,Unknown,100636,1,false,85.0,85.0,85.0,0.0,-1.0,false,false,5.0,27,27,9,false,13嚴選好物,臺中市梧棲區,4.962528228759766,6479,976,87.0,2549,false,1. Under TWD 100,1. No Discount,2. Well Rated,4. Low Engagement,4. 20-49
34104348,4125240,PILOT 百樂 SC-PM 中型頭油漆筆(2.0mm) / 支,Unknown,100638,9,false,53.0,53.0,53.0,0.0,-1.0,false,false,5.0,25,24,3,false,雅興庭文具,高雄市仁武區,4.972517967224121,4193,2725,91.0,8402,false,1. Under TWD 100,1. No Discount,2. Well Rated,4. Low Engagement,4. 20-49
35934456,5940295,【CHI CHI小舖】SAMPO聲寶 紓壓按摩墊/按摩枕/按摩器 ME-D1306EL(附車充),SAMPO 聲寶,100001,5,false,250.0,890.0,570.0,0.0,-1.0,false,false,4.9528303146362305,530,513,293,false,CHI CHI小舖,彰化縣彰化市,4.934531211853027,295,167,50.0,16038,false,3. TWD 500-999,1. No Discount,1. Top Rated,3. Growing (100-499),5. 50+
35989049,5588442,韓國AMOS 壓克力模型版(小)-S31   海豚小吊飾 拓印 壓模 玻璃彩繪 金蔥膠●小幫幫福利社現貨供應●,Unknown,100638,1,false,18.0,18.0,18.0,28.0,-1.0,true,false,0.0,0,0,2,false,幫幫福利社,新北市三峽區,4.971368789672852,581,525,95.0,8050,false,1. Under TWD 100,4. 20-29%,3. Few Reviews,4. Low Engagement,1. No Reviews
38038027,5588442,韓國AMOS 壓克力模型版(小)-S49   三角龍小吊飾 拓印 壓模 玻璃彩繪 金蔥膠●小幫幫福利社現貨供應●,AMOS,100638,1,false,18.0,18.0,18.0,28.0,-1.0,true,false,5.0,2,2,2,false,幫幫福利社,新北市三峽區,4.971368789672852,581,525,95.0,8050,false,1. Under TWD 100,4. 20-29%,3. Few Reviews,4. Low Engagement,2. 1-4
39905356,6280393,*大賣家* EPSON 177(T177450)原廠黃色墨水匣,Unknown,100644,1,false,550.0,550.0,550.0,0.0,-1.0,true,false,0.0,0,0,1,false,*大賣家*原廠授權經銷商 碳粉匣墨水匣 印表機 標籤機 出單機 碎紙機  掃描器,臺北市中山區,4.975484848022461,700,1043,93.0,3135,false,3. TWD 500-999,1. No Discount,3. Few Reviews,4. Low Engagement,1. No Reviews
40017847,2486175,LOTTO 樂得 新款 第三代 洞洞鞋 男女 輕量 防水 後踩 懶人鞋 LT4AMS5890 LT4AWS5931,Lotto 樂得,100012,28,false,415.0,415.0,415.0,0.0,-1.0,false,false,5.0,34,42,58,false,【運動王】台北實體店合作｜正品公司貨保證,臺北市文山區,4.967442035675049,2502,223,74.0,14205,false,2. TWD 100-499,1. No Discount,2. Well Rated,4. Low Engagement,4. 20-49
40084403,852437,防走光可拆式胸墊小可愛,Unknown,100017,12,true,150.0,150.0,150.0,0.0,6000000.0,false,false,0.0,0,0,1,false,jmshop220,臺北市中山區,4.9581499099731445,82,103,34.0,190,false,2. TWD 100-499,1. No Discount,3. Few Reviews,4. Low Engagement,1. No Reviews
40728445,6842087,正品/香港迪士尼 海底總動員 多莉 飲料杯/@250ml,Unknown,100632,1,false,370.0,370.0,370.0,0.0,-1.0,false,false,0.0,0,0,9,false,兩個小娃娃 全館現貨,新北市中和區,4.961184024810791,1340,117,100.0,4443,false,2. TWD 100-499,1. No Discount,3. Few Reviews,4. Low Engagement,1. No Reviews
41740349,5352241,in當天出貨 | 貝親母乳實感彩繪寬口玻璃奶瓶 加氣泡紙包裝出貨【in185】,pigeon 貝親,100632,3,false,858.0,1186.0,1022.0,0.0,-1.0,false,false,4.984984874725342,2331,2353,861,false,in185 (全館6.9折 無上限),新北市中和區,4.983465194702148,26344,483,100.0,1778,true,"4. TWD 1,000-2,999",1. No Discount,1. Top Rated,2. Popular (500-999),5. 50+
41994526,3354817,(買1送1)米森 有機奇亞籽 200g/包,Vilson 米森,100629,1,false,380.0,380.0,380.0,3.0,-1.0,false,false,4.965624809265137,640,637,337,false,luckyshoping 樂軒生活,高雄市鳳山區,4.9615678787231445,44555,568,72.0,15636,false,2. TWD 100-499,2. 1-9%,1. Top Rated,3. Growing (100-499),5. 50+
44894180,7661478,微笑的魚水族☆OTTO-奧圖【爬蟲專用 鈣質添加劑(60g/120g)】蛇類 蜥蜴 守宮 陸龜 水龜,OTTO 奧圖,100631,2,false,144.0,240.0,192.0,20.0,-1.0,false,false,5.0,21,19,3,false,微笑的魚水族★結帳滿99元出貨(不含運費)★台灣-高雄出貨,高雄市苓雅區,4.965714931488037,28770,3594,92.0,9269,true,2. TWD 100-499,4. 20-29%,2. Well Rated,4. Low Engagement,4. 20-49
48312719,1515251,"☆哈哈奇異果☆達芬尼斯 DAVINES(特芬莉) 甜愛/柔潤洗髮露1000ml 高雄市可店取,面交",Unknown,100630,1,false,1100.0,1100.0,1100.0,0.0,-1.0,false,false,5.0,1,1,2,false,哈哈奇異果生活小舖,高雄市新興區,4.958177089691162,966,214,15.0,8129,false,"4. TWD 1,000-2,999",1. No Discount,3. Few Reviews,4. Low Engagement,2. 1-4
55597115,4890881,萬變積木組 / 大約320克,Unknown,100632,1,false,150.0,150.0,150.0,0.0,-1.0,false,false,0.0,0,0,1,false,買不停 (滿99元才出貨),臺中市豐原區,4.946422100067139,8457,1447,100.0,3573,false,2. TWD 100-499,1. No Discount,3. Few Reviews,4. Low Engagement,1. No Reviews
57205908,5331206,3M 百利 替換式刷頭補充包-刷頭無清潔劑 5刷頭 深入清潔 不費力 居家叔叔 附發票,3M,100636,1,false,145.0,145.0,145.0,0.0,-1.0,true,false,4.972972869873047,37,37,16,false,超取滿額有免運活動!!!居家叔叔-專營3M商品-價格皆含稅附發票,臺中市西屯區,4.9593000411987305,4455,684,45.0,18923,false,2. TWD 100-499,1. No Discount,2. Well Rated,4. Low Engagement,4. 20-49
57468636,8162168,【彰化員林翔晟電池】_全新 (YUASA湯淺) 免加水型汽車電池60044 (60038) 含舊品回收 /工資另計,YUASA 湯淺,100640,1,false,3400.0,3400.0,3400.0,0.0,9000000.0,false,false,5.0,1,7,4,false,【翔晟電池】愛馬龍、國際牌、廣隆、湯淺、黑豹各廠牌電池經銷,彰化縣彰化市,4.930768966674805,951,1038,62.0,15117,false,"5. TWD 3,000-9,999",1. No Discount,3. Few Reviews,4. Low Engagement,2. 1-4
57687741,4193463,【禾洛書屋】書法名碑字帖-修復放大碑帖選集12-唐 歐陽詢 皇甫誕碑(蕙風堂出版),Unknown,100643,1,false,270.0,270.0,270.0,0.0,-1.0,false,false,5.0,7,7,4,false,【禾洛書屋】,新北市永和區,4.932384014129639,8082,3027,83.0,5296,false,2. TWD 100-499,1. No Discount,4. Average,4. Low Engagement,3. 5-19
58296767,8309397,老池工具 附發票 世界級 KINGTONY 平口型萬能鉗 另有 斜口鉗 電焊夾鉗 鋼絲鉗 尖嘴鉗 6031,Unknown,100636,1,false,302.0,302.0,302.0,0.0,-1.0,false,false,0.0,0,0,0,false,老池工具 ,高雄市三民區,4.932888031005859,1294,1507,33.0,17458,false,2. TWD 100-499,1. No Discount,3. Few Reviews,4. Low Engagement,1. No Reviews
58808428,9152540,【Artshop美術用品】德國 FABER 輝柏 經典水性色鉛筆 (24色) 紅盒,Unknown,100638,1,false,432.0,432.0,432.0,0.0,-1.0,true,false,5.0,10,10,28,false,Artshop美術用品,臺北市大安區,4.972174167633057,16428,2372,81.0,4612,false,2. TWD 100-499,1. No Discount,4. Average,4. Low Engagement,3. 5-19
61033832,3420578,【限時特賣】okamoto 岡本 002 Hydro水感勁薄6入/盒 x3 保險套 衛生套,Okamoto 岡本,100001,1,false,1399.0,1399.0,1399.0,0.0,-1.0,true,false,4.916666507720947,24,24,6,false,J-Love精品會館  隱密包裝 火速出貨,臺中市西屯區,4.964747905731201,40446,590,96.0,7446,true,"4. TWD 1,000-2,999",1. No Discount,2. Well Rated,4. Low Engagement,4. 20-49
61698538,2101972,風車 世界經典童話 繪本 / 世界偉人故事 繪本 /希臘神話 伊索寓言 猶太寓言 安徒生童話 天方夜譚 莎士比亞,風車圖書,100643,10,true,270.0,270.0,270.0,0.0,-1.0,true,false,5.0,23,23,29,true,【大衛童書】陪伴孩子從玩具到成長，探索無限可能,南投縣草屯鎮,4.974772930145264,84037,5018,75.0,10219,false,2. TWD 100-499,1. No Discount,2. Well Rated,4. Low Engagement,4. 20-49
62857129,1871606,@靚販店 MEISHOKU 明色 潤澤皙白W撫平皺紋乳霜55g,MEISHOKU,100630,1,false,349.0,349.0,349.0,15.0,-1.0,false,false,5.0,26,26,26,false,@靚販店 ,臺南市永康區,4.978819847106934,7591,474,95.0,5762,false,2. TWD 100-499,3. 10-19%,2. Well Rated,4. Low Engagement,4. 20-49
63101450,8869196,鉅咖啡~ Kalita 101 陶瓷濾杯 1-2人用 咖啡、白色 KA0101 三孔 船型濾杯 梯型濾杯 濾杯 手沖濾杯,Unknown,100636,3,false,290.0,290.0,290.0,0.0,-1.0,false,false,5.0,39,38,46,false,鉅咖啡fofo5sk01,臺南市安南區,4.965280055999756,1932,270,57.0,0,false,2. TWD 100-499,1. No Discount,2. Well Rated,4. Low Engagement,4. 20-49
63895384,5114934,台灣出貨卡蘭德F80專業鑑定紫外螢光鑑別紫光手電筒翡翠瓷器琥珀蜜蠟玉石灌膠樹脂螢光反應長波365nm紫外線手電筒,Unknown,100637,1,false,2800.0,2800.0,2800.0,1.0,-1.0,true,false,0.0,0,0,3,false,RichWomen,臺中市西屯區,4.880757808685303,12881,4808,93.0,5171,true,"4. TWD 1,000-2,999",2. 1-9%,3. Few Reviews,4. Low Engagement,1. No Reviews
64334920,3430072,限量葡勝納sr菁選香草新包裝效期至2026/9/15/一箱24瓶「議價勿擾」超取一次只能下標一箱訂購兩箱要分開下標兩次,Abbott 亞培,100001,2,false,1800.0,1800.0,1800.0,0.0,-1.0,false,false,4.949640274047852,139,139,31,false,特殊營養品侯r,新北市中和區,4.965566158294678,1960,74,96.0,8840,false,"4. TWD 1,000-2,999",1. No Discount,1. Top Rated,4. Low Engagement,5. 50+
67530618,1497670,【摩邦比】OSAMA王樣日式湯匙 兒童餐匙圓匙攪拌棒攪拌匙調味棒調味匙環保餐具湯麵匙不銹鋼湯匙分菜匙J-604,Unknown,100636,1,false,25.0,25.0,25.0,0.0,-1.0,true,false,4.913793087005615,58,57,20,false,MOBONBI摩邦比生活館,新北市土城區,4.9488348960876465,3157,750,92.0,3930,false,1. Under TWD 100,1. No Discount,1. Top Rated,4. Low Engagement,5. 50+
67632981,8309397,老池工具 附發票 台灣製 黑手牌 S2材質 附加力桿 特長星型板手組 星型扳手 星型板手 BH-146,Unknown,100636,1,false,483.0,483.0,483.0,0.0,-1.0,false,false,5.0,3,3,4,false,老池工具 ,高雄市三民區,4.932888031005859,1294,1507,33.0,17458,false,2. TWD 100-499,1. No Discount,3. Few Reviews,4. Low Engagement,2. 1-4
69039603,5934039,『老兵牛仔』CK-2616時尚商務真皮山羊皮觸摸打格手套/觸控/男手套/時尚/羊皮手套/個性,Unknown,100009,8,false,940.0,940.0,940.0,0.0,-1.0,false,false,4.967741966247559,62,62,179,false,老兵牛仔,高雄市橋頭區,4.935309886932373,4322,410,88.0,1270,false,3. TWD 500-999,1. No Discount,1. Top Rated,3. Growing (100-499),5. 50+
71090305,9432312,【QMAT OUTLET】（Ｖ）NG | 12mm折疊運動舒緩墊 四折墊 台灣製 超慢跑墊、熱身/收操、坐墊、園藝跪墊,QMAT,100637,12,false,299.0,399.0,349.0,0.0,-1.0,false,false,4.979104518890381,335,291,242,false,QMAT OUTLET 運動/瑜珈墊 巧拼地墊 按摩滾筒 筋膜球,彰化縣田中鎮,4.963278770446777,23925,129,69.0,14508,false,2. TWD 100-499,1. No Discount,1. Top Rated,3. Growing (100-499),5. 50+
72943280,6994577,♕愛兔草♕英國伯爵 Burgess 天竺鼠飼料－黑梅&奧勒岡葉 伯爵兔 天竺鼠飼料 鼠飼料,Burgess,100631,2,false,100.0,399.0,249.5,0.0,-1.0,false,false,4.990566253662109,636,634,140,false,愛兔草Bunny Hay,臺南市仁德區,4.969945907592773,31568,548,94.0,10061,true,2. TWD 100-499,1. No Discount,1. Top Rated,3. Growing (100-499),5. 50+
73800220,7073525,永信HAC綜合維他命B群+鋅錠 永信HAC綜合B群+鋅錠 牛磺酸Plus配方,HAC 永信,100001,2,false,200.0,500.0,350.0,0.0,-1.0,false,false,4.974359035491943,117,118,37,false,candy0302a,臺中市豐原區,4.96524715423584,554,104,60.0,9065,false,2. TWD 100-499,1. No Discount,1. Top Rated,4. Low Engagement,5. 50+
78248335,4846804,【文具通】Pentel 飛龍 TRJ50 Tradio 德拉迪塑膠鋼筆 另售筆芯 MLJ20 A1170361,Unknown,100638,6,false,49.0,126.0,87.5,0.0,-1.0,true,false,4.846153736114502,13,13,15,false,文具通國際股份有限公司 所有商品價格皆含稅,新北市永和區,4.962338924407959,3521,1369,88.0,5916,false,1. Under TWD 100,1. No Discount,4. Average,4. Low Engagement,3. 5-19
