shopId,shopName,shop_location,shop_rating,shop_response_rate,shop_response_time,shop_follower_count,shop_item_count,shop_rating_good,shop_rating_normal,shop_rating_bad,is_official_shop,is_shopee_verified,positive_rating_pct,response_time_bucket,listing_count,avg_price_twd,avg_discount_pct,avg_product_rating,total_ratings,total_comments,total_likes,free_shipping_count,discounted_count,shopee_fulfilled_count,avg_models_count,free_shipping_rate,discount_rate,shopee_fulfilled_rate,total_engagement_score,shop_tier,follower_tier
12238,櫻桃Shop ★ Cherry shop 百貨 飾品 美妝 食品 櫻桃飾品,高雄市鳳山區,4.93209981918335,48.0,15351,58063,330,259783,2846,848,false,false,98.6,2. 1-6 hours,1,29.0,0.0,5.0,12,12,14,0,0,0,1.0,0.0,0.0,0.0,38,2. Power Seller,"1. 10,000+"
12247,克拉克大賣場,新北市中和區,4.927031993865967,45.0,10243,271,945,2044,28,7,false,false,98.32,2. 1-6 hours,1,390.0,0.0,0.0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0,3. Established,3. 100-999
12312,☆~佳佳玩具~☆,桃園市楊梅區,4.892374038696289,95.0,6844,72405,4549,142869,2398,1268,false,false,97.5,2. 1-6 hours,1,311.0,0.0,0.0,0,0,1,0,0,0,7.0,0.0,0.0,0.0,1,2. Power Seller,"1. 10,000+"
12335,微風小舖 ,新北市蘆洲區,4.950464248657227,86.0,2648,572,720,3737,16,10,false,false,99.31,1. Under 1 hour,1,630.0,0.0,5.0,2,2,11,0,0,0,1.0,0.0,0.0,0.0,15,3. Established,3. 100-999
12346,百寶袋生活夢工坊-隔日到貨專區-3C、生活、居家用品,新北市汐止區,4.891969203948975,100.0,5244,211628,2865,461894,8809,2554,false,true,97.6,2. 1-6 hours,3,1066.67,34.0,1.67,2,2,6,0,3,0,4.7,0.0,100.0,0.0,10,2. Power Seller,"1. 10,000+"
12353,WECAN Toys,桃園市大溪區,4.976090908050537,84.0,798,6132,176,12691,37,15,false,false,99.59,1. Under 1 hour,3,900.0,0.0,1.67,1,0,4,0,0,0,1.0,0.0,0.0,0.0,5,2. Power Seller,"2. 1,000-9.999"
12361,美國媽咪嬰童用品玩具,臺中市北屯區,4.972981929779053,91.0,8599,11122,719,61069,238,55,false,false,99.52,2. 1-6 hours,1,635.0,0.0,5.0,9,9,6,0,0,0,1.0,0.0,0.0,0.0,24,2. Power Seller,"1. 10,000+"
12395,嘟嘟小舖-生活部屋,臺南市安定區,4.9223737716674805,100.0,1713,169,246,661,11,0,false,false,98.36,1. Under 1 hour,1,200.0,0.0,0.0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,3. Established,3. 100-999
12443,GAMESIR 蓋世小雞 官方旗艦店,桃園市龜山區,4.917102813720703,48.0,8639,376885,96,1319567,18693,3173,true,false,98.37,2. 1-6 hours,2,1615.0,1.5,5.0,2,2,6,0,2,0,2.0,0.0,100.0,0.0,10,1. Official,"1. 10,000+"
12457,DT STORE 快時尚美妝百貨,高雄市三民區,4.957242012023926,78.0,12822,289160,1087,1108538,6481,1315,false,true,99.3,2. 1-6 hours,2,214.5,0.0,5.0,7,7,8,0,0,0,2.0,0.0,0.0,0.0,22,2. Power Seller,"1. 10,000+"
12473,我型我色®生活百貨｜汽車精品｜工業風家具｜情趣用品批發價,臺中市北屯區,4.904015064239502,67.0,8200,29088,1505,83834,1255,469,false,false,97.98,2. 1-6 hours,1,159.0,0.0,4.89,9,8,1,0,0,0,12.0,0.0,0.0,0.0,18,2. Power Seller,"1. 10,000+"
12495,【愛購樂 網路商城】,高雄市仁武區,4.941265106201172,93.0,6106,8064,154,25185,239,50,false,false,98.87,2. 1-6 hours,1,329.0,67.0,5.0,3,3,1,0,1,0,1.0,0.0,100.0,0.0,7,2. Power Seller,"2. 1,000-9.999"
13542,太好買網路行銷 Mytaihaomai,新北市新莊區,4.966246128082275,88.0,7147,3211,112,25767,118,11,false,true,99.5,2. 1-6 hours,1,9.0,0.0,5.0,2,2,3,0,0,0,1.0,0.0,0.0,0.0,7,2. Power Seller,"2. 1,000-9.999"
13982,享售生活小舖,高雄市苓雅區,4.907445907592773,67.0,15844,7513,296,35902,480,142,false,false,98.3,2. 1-6 hours,1,699.0,0.0,4.56,9,9,24,0,0,0,3.0,0.0,0.0,0.0,42,2. Power Seller,"2. 1,000-9.999"
14528,喵喵時尚屋,屏東縣潮州鎮,4.824999809265137,95.0,7567,373,1000,154,7,3,false,false,93.9,2. 1-6 hours,1,260.0,0.0,0.0,0,0,0,0,0,0,66.0,0.0,0.0,0.0,0,3. Established,3. 100-999
21957,生活市家商行,新北市泰山區,4.961992263793945,89.0,5346,4413,3785,105447,581,101,false,true,99.36,2. 1-6 hours,1,12.0,0.0,4.83,12,11,2,0,0,0,2.0,0.0,0.0,0.0,25,2. Power Seller,"2. 1,000-9.999"
23655,Yami8233,新北市永和區,4.852845191955566,82.0,4813,1331,498,1984,51,23,false,false,96.4,2. 1-6 hours,1,169.0,0.0,5.0,2,2,1,0,0,0,3.0,0.0,0.0,0.0,5,2. Power Seller,"2. 1,000-9.999"
65247,河馬購物 金士頓專賣店汐止門市,新北市汐止區,4.977932929992676,100.0,2547,7409,696,28477,77,17,false,true,99.67,1. Under 1 hour,2,1888.0,0.0,0.0,0,0,0,0,0,0,10.0,0.0,0.0,0.0,0,2. Power Seller,"2. 1,000-9.999"
68151,GOLAB,臺北市中山區,4.971762180328369,76.0,13941,3797,344,15954,63,4,false,false,99.58,2. 1-6 hours,1,700.0,0.0,5.0,6,6,1,0,0,0,2.0,0.0,0.0,0.0,13,2. Power Seller,"2. 1,000-9.999"
72724, Midori小商店（╹◡╹）,臺南市北區,4.971580982208252,99.0,6991,912,2047,8430,29,8,false,false,99.56,2. 1-6 hours,2,120.5,0.0,2.1,5,5,2,0,0,0,2.5,0.0,0.0,0.0,12,3. Established,3. 100-999
73700,大人的百寶箱 ｜情趣用品領導品牌商城｜安心、用心、貼心、快速出貨、隱密包裝,新北市樹林區,4.837325096130371,20.0,129,252,854,2256,37,16,false,false,97.7,1. Under 1 hour,2,104.0,0.0,0.0,0,0,0,0,0,0,1.5,0.0,0.0,0.0,0,3. Established,3. 100-999
75797,皇家幸運小店,基隆市暖暖區,4.875189781188965,57.0,0,2099,0,4954,143,20,false,false,96.81,1. Under 1 hour,1,88888.0,0.0,5.0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,2,2. Power Seller,"2. 1,000-9.999"
76943,four44,桃園市觀音區,4.98959493637085,69.0,5309,110,191,874,1,0,false,false,99.89,2. 1-6 hours,1,90.0,0.0,0.0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,3. Established,3. 100-999
78926,【逗陣行】,新北市三重區,4.964787006378174,72.0,11864,301,59,3453,13,6,false,false,99.45,2. 1-6 hours,1,645.0,0.0,4.93,40,40,5,0,0,0,1.0,0.0,0.0,0.0,85,3. Established,3. 100-999
82569,甜柿子TSZ生活品質旗艦店,屏東縣九如鄉,4.845860004425049,57.0,0,572,1,3126,93,33,false,false,96.13,1. Under 1 hour,1,394.0,0.0,0.0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0,3. Established,3. 100-999
82821,情趣小鋪(老闆瘋了超低特賣),臺中市太平區,4.876313209533691,80.0,11185,979,734,5231,116,29,false,false,97.3,2. 1-6 hours,1,250.0,0.0,0.0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,3. Established,3. 100-999
85251,超值選物商店,桃園市蘆竹區,4.6666669845581055,89.0,7252,69,492,4,0,0,false,false,100.0,2. 1-6 hours,1,153.0,45.0,0.0,0,0,0,0,1,0,3.0,0.0,100.0,0.0,0,3. Established,4. < 100
87072,米亞購物網 mia.korea,臺北市中山區,4.972752094268799,75.0,9992,1068,158,2607,10,0,false,false,99.62,2. 1-6 hours,1,880.0,0.0,5.0,3,3,20,0,0,0,16.0,0.0,0.0,0.0,26,2. Power Seller,"2. 1,000-9.999"
94129,東海岸玉石專賣。後山帝星石業,臺東縣臺東市,4.979507923126221,73.0,5213,243,1060,269,1,0,false,false,99.63,2. 1-6 hours,1,900.0,0.0,0.0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,3. Established,3. 100-999
99721,玖貳燈具 x 美美紙藝,新北市板橋區,4.939094066619873,87.0,7065,1315,629,2033,11,5,false,false,99.22,2. 1-6 hours,1,350.0,0.0,5.0,1,1,0,0,0,0,18.0,0.0,0.0,0.0,2,2. Power Seller,"2. 1,000-9.999"
113804,tintin393637,新北市汐止區,4.97580623626709,83.0,4662,53,80,129,1,0,false,false,99.23,2. 1-6 hours,1,1700.0,0.0,5.0,4,4,3,0,0,0,1.0,0.0,0.0,0.0,11,3. Established,4. < 100
115235,Life & You!,新竹市北區,4.957981109619141,76.0,10641,1906,175,17260,70,23,true,false,99.46,2. 1-6 hours,1,3590.0,0.0,5.0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,2,1. Official,"2. 1,000-9.999"
118223,GLASS貼膜達人-3C配件專賣｜保護貼、手機殼、辦公室3C,彰化縣彰化市,4.902235984802246,97.0,10030,477781,571,1476953,23300,9173,true,false,97.85,2. 1-6 hours,1,115.0,50.0,4.98,83,81,19,0,1,0,8.0,0.0,100.0,0.0,183,1. Official,"1. 10,000+"
121183,買家電找我，甜甜價,高雄市三民區,4.9792070388793945,65.0,11282,1602,175,11007,27,2,false,false,99.74,2. 1-6 hours,1,283.0,0.0,4.96,597,602,165,0,0,0,2.0,0.0,0.0,0.0,1364,2. Power Seller,"2. 1,000-9.999"
123170,三歲⭐汽車配件店,桃園市中壢區,4.803948879241943,89.0,6760,388,4959,686,23,15,false,false,94.75,2. 1-6 hours,1,1530.0,0.0,0.0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,3. Established,3. 100-999
127109,兼職MM🥕,桃園市八德區,4.967455863952637,75.0,3934,67,16,406,2,0,false,false,99.51,2. 1-6 hours,1,800.0,4.0,0.0,0,0,1,0,1,0,1.0,0.0,100.0,0.0,1,3. Established,4. < 100
130503,【小扁之家】美妝小小窩,新北市板橋區,4.975255012512207,29.0,496,141,108,1424,2,5,false,false,99.51,1. Under 1 hour,1,250.0,0.0,0.0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,2,3. Established,3. 100-999
130835,桌覓桌遊休閒空間,高雄市苓雅區,4.974925994873047,74.0,11637,334,757,696,1,0,false,false,99.86,2. 1-6 hours,1,450.0,0.0,0.0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,3. Established,3. 100-999
133008,zoe.3.14,高雄市三民區,4.930314064025879,84.0,2138,424,614,301,1,1,false,false,99.34,1. Under 1 hour,3,583.33,0.0,0.0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,3. Established,3. 100-999
133161,PCM 重機零件販售｜原廠零件 改裝精品 均可詢問,新北市新莊區,4.979493141174316,90.0,5958,1980,1000,835,4,1,false,false,99.4,2. 1-6 hours,2,10300.0,0.0,0.0,0,0,1,0,0,0,3.0,0.0,0.0,0.0,1,2. Power Seller,"2. 1,000-9.999"
133802,欣欣通訊  SHINMOBILE,臺北市文山區,4.910828113555908,57.0,0,350,263,155,2,1,false,false,98.1,1. Under 1 hour,2,990.0,0.0,0.0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,3. Established,3. 100-999
139623,有光照明 經銷舞光 國際牌 飛利浦  ·居家·商空·戶外·,臺南市永康區,4.95633602142334,97.0,2698,5204,185,9041,49,15,false,false,99.3,1. Under 1 hour,1,2750.0,1.0,0.0,0,0,0,0,1,0,2.0,0.0,100.0,0.0,0,2. Power Seller,"2. 1,000-9.999"
139840,丞丞婦幼生活館,新北市三重區,4.980315208435059,92.0,8633,36404,591,201724,390,138,false,true,99.74,2. 1-6 hours,1,689.0,18.0,4.93,46,45,41,0,1,0,1.0,0.0,100.0,0.0,132,2. Power Seller,"1. 10,000+"
142843,山小孩Mountain Kids裝備補給站,高雄市鼓山區,4.982403755187988,75.0,8840,43001,1600,43790,92,20,false,true,99.74,2. 1-6 hours,1,5.0,0.0,5.0,253,247,50,0,0,0,2.0,0.0,0.0,0.0,550,2. Power Seller,"1. 10,000+"
143304,MG小舖 生活百貨/成人用品 ,新北市板橋區,4.938948154449463,83.0,8048,27553,267,75024,759,173,false,false,98.77,2. 1-6 hours,1,99.0,17.0,4.93,166,165,38,0,1,0,8.0,0.0,100.0,0.0,369,2. Power Seller,"1. 10,000+"
143762,ding、潮男潮衣,桃園市大園區,4.868485927581787,97.0,7048,594,4968,1648,38,16,false,false,96.83,2. 1-6 hours,9,458.44,0.0,0.0,0,0,3,0,0,0,71.6,0.0,0.0,0.0,3,3. Established,3. 100-999
144122,我的韓國世界,臺北市南港區,4.9759039878845215,93.0,5243,204667,503,226554,645,113,false,true,99.67,2. 1-6 hours,1,105.0,24.0,4.95,263,251,61,0,1,0,2.0,0.0,100.0,0.0,575,2. Power Seller,"1. 10,000+"
152564,homaby河馬班玩具-開電子發票,高雄市湖內區,4.9644269943237305,96.0,6384,44950,1924,150613,761,154,false,true,99.4,2. 1-6 hours,1,65.0,0.0,0.0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0,2. Power Seller,"1. 10,000+"
152764,lily2001,高雄市前金區,4.945901870727539,57.0,0,91,51,1357,8,2,false,false,99.27,1. Under 1 hour,2,317.5,0.0,4.85,17,17,13,0,0,0,1.0,0.0,0.0,0.0,47,3. Established,4. < 100
153174,a21057267,新北市永和區,4.948718070983887,89.0,3703,247,179,2456,21,5,false,false,98.95,2. 1-6 hours,1,20.0,0.0,4.93,29,27,14,0,0,0,1.0,0.0,0.0,0.0,70,3. Established,3. 100-999
156394,HM和懋｜歸零膏 油膜去除劑 玻璃重垢 除油膜 鐵甲武士 下蠟海綿 無線打蠟機,新北市中和區,4.9640212059021,98.0,7427,23854,493,50134,250,45,false,true,99.42,2. 1-6 hours,1,45.0,43.0,0.0,0,0,0,0,1,0,3.0,0.0,100.0,0.0,0,2. Power Seller,"1. 10,000+"
156554,宜承廚房烘焙(訂單金額不含運滿$100才出貨）,臺北市大同區,4.966552734375,73.0,5603,3848,858,14656,68,14,false,false,99.44,2. 1-6 hours,1,120.0,0.0,5.0,9,9,21,1,0,0,1.0,100.0,0.0,0.0,39,2. Power Seller,"2. 1,000-9.999"
157506,熊好買生活館,桃園市蘆竹區,4.894652843475342,34.0,494,224,4440,1252,21,6,false,false,97.89,1. Under 1 hour,2,370.5,3.0,0.0,0,0,0,0,1,0,11.5,0.0,50.0,0.0,0,3. Established,3. 100-999
167553,ying1012,臺中市北區,4.950870990753174,57.0,0,2222,191,7201,39,13,false,false,99.28,1. Under 1 hour,1,99.0,0.0,5.0,42,42,25,0,0,0,1.0,0.0,0.0,0.0,109,2. Power Seller,"2. 1,000-9.999"
169631,【SenHe森禾】手錶收納家｜3C配件館｜樂米手持製冷風扇,新北市新莊區,4.919227123260498,92.0,5767,25317,136,50229,624,217,false,false,98.35,2. 1-6 hours,1,1290.0,23.0,0.0,0,0,4,0,1,0,4.0,0.0,100.0,0.0,4,2. Power Seller,"1. 10,000+"
171979,寵星球-寵物用品 全館在台現貨,雲林縣斗六市,4.957056999206543,87.0,11859,256635,785,1027684,6308,1205,false,true,99.27,2. 1-6 hours,1,189.0,29.0,0.0,0,0,0,0,1,0,5.0,0.0,100.0,0.0,0,2. Power Seller,"1. 10,000+"
190021,Thermos 膳魔師 康寧 樂扣 仙德曼 太和工房 公司貨,高雄市新興區,4.966991901397705,97.0,6933,4920,1059,25362,109,7,false,true,99.54,2. 1-6 hours,2,749.0,0.0,4.99,201,210,400,0,0,0,4.5,0.0,0.0,0.0,811,2. Power Seller,"2. 1,000-9.999"
192425,萊買Light MY,彰化縣彰化市,4.888398170471191,64.0,3717,10650,1299,29838,539,216,false,false,97.53,2. 1-6 hours,1,109.0,0.0,0.0,0,0,0,0,0,0,7.0,0.0,0.0,0.0,0,2. Power Seller,"1. 10,000+"
193580,EJ LIFESTYLE CO｜品牌選貨店,臺中市北區,4.974215984344482,87.0,7759,236521,3961,79104,228,72,false,false,99.62,2. 1-6 hours,1,880.0,0.0,5.0,64,64,666,0,0,0,2.0,0.0,0.0,0.0,794,2. Power Seller,"1. 10,000+"
194013,荳荳本鋪👶🏻糖果🍬餅乾🍪滿100出貨～,新北市板橋區,4.96081018447876,30.0,19689,19576,953,320452,1612,441,false,false,99.36,2. 1-6 hours,1,69.0,0.0,5.0,3,3,0,0,0,0,1.0,0.0,0.0,0.0,6,2. Power Seller,"1. 10,000+"
198147,老孫好物$,彰化縣埔鹽鄉,4.883365154266357,57.0,0,101933,40,198814,3585,1242,false,false,97.63,1. Under 1 hour,1,399.0,0.0,0.0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,2. Power Seller,"1. 10,000+"
198499,Dhop直營店（正品官方授權）,高雄市大寮區,4.91365385055542,100.0,4755,6004,30,8265,170,32,false,true,97.61,2. 1-6 hours,1,398.0,33.0,5.0,10,10,26,0,1,0,4.0,0.0,100.0,0.0,46,2. Power Seller,"2. 1,000-9.999"
200281,【官方序號專賣】vape111,臺北市大安區,4.981429100036621,49.0,4497,3523,597,5477,9,10,false,false,99.65,2. 1-6 hours,3,292.33,51.33,5.0,18,18,39,0,3,0,1.7,0.0,100.0,0.0,75,2. Power Seller,"2. 1,000-9.999"
202045,墨坊官方印表機耗材專賣,臺南市北區,4.984447956085205,74.0,8768,471,548,644,1,0,false,false,99.84,2. 1-6 hours,1,600.0,0.0,0.0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,3. Established,3. 100-999
205159,大__小姐剁手社 √ 敗敗敗不完 ▼△▼△,臺北市士林區,4.982744216918945,100.0,3277,4109,217,5673,11,5,false,false,99.72,1. Under 1 hour,1,1280.0,0.0,0.0,0,0,1,0,0,0,3.0,0.0,0.0,0.0,1,2. Power Seller,"2. 1,000-9.999"
209095,名豪生技公司,嘉義市東區,4.947020053863525,70.0,6791,273,29,461,0,2,false,false,99.57,2. 1-6 hours,1,100.0,0.0,4.97,63,62,66,0,0,0,1.0,0.0,0.0,0.0,191,3. Established,3. 100-999
210476,Yizhen Select,臺中市北屯區,4.97333288192749,94.0,2532,75,27,75,0,0,false,false,100.0,1. Under 1 hour,1,490.0,0.0,0.0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,3. Established,4. < 100
227477,小可A柑仔店,臺南市永康區,4.959690093994141,,0,1105,170,9905,52,15,false,false,99.33,1. Under 1 hour,1,14.0,0.0,5.0,257,269,95,0,0,0,19.0,0.0,0.0,0.0,621,2. Power Seller,"2. 1,000-9.999"
243210,健人館-實體藥局直營,屏東縣屏東市,4.969482898712158,90.0,13587,13876,935,160228,601,122,false,true,99.55,2. 1-6 hours,1,125.0,0.0,4.96,108,108,30,0,0,0,1.0,0.0,0.0,0.0,246,2. Power Seller,"1. 10,000+"
245794,異響空間 影音生活家電 |OuterAudio 官方旗艦店,桃園市中壢區,4.968308925628662,92.0,8759,12227,615,6378,31,8,true,false,99.39,2. 1-6 hours,1,10980.0,0.0,0.0,0,0,1,0,0,0,3.0,0.0,0.0,0.0,1,1. Official,"1. 10,000+"
246477,maysun,高雄市旗山區,4.942307949066162,72.0,764,48,318,209,3,0,false,false,98.58,1. Under 1 hour,1,100.0,0.0,0.0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,3. Established,4. < 100
247075,"✨童書,玩具,尿布好物分享✨",高雄市三民區,4.9678568840026855,86.0,2575,187,150,1187,6,1,false,false,99.41,1. Under 1 hour,1,680.0,0.0,0.0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,2,3. Established,3. 100-999
248194,liqhung,臺中市北屯區,4.970149040222168,57.0,0,22,61,67,0,0,false,false,100.0,1. Under 1 hour,1,1000.0,0.0,0.0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,3. Established,4. < 100
250118,Sunny Days 晴天時光,臺中市北屯區,4.875494956970215,61.0,6248,681,915,5297,109,44,false,false,97.19,2. 1-6 hours,1,338.0,25.0,5.0,1,1,0,0,1,0,3.0,0.0,100.0,0.0,2,3. Established,3. 100-999
256802,海內外 高CP值好物,新北市中和區,4.95156717300415,63.0,3363,155,197,366,3,2,false,false,98.65,1. Under 1 hour,1,400.0,0.0,0.0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,3. Established,3. 100-999
271973,CC PLUS 韓國連線代購,臺北市內湖區,4.977108955383301,81.0,4748,5221,699,2393,8,3,false,false,99.54,2. 1-6 hours,1,490.0,0.0,0.0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,2. Power Seller,"2. 1,000-9.999"
272546,咻皮購物．GOOD DAY ．GDDO LIFE,臺中市西區,4.933332920074463,57.0,0,68,204,540,7,0,false,false,98.72,1. Under 1 hour,1,9.0,10.0,0.0,0,0,0,0,1,0,1.0,0.0,100.0,0.0,0,3. Established,4. < 100
277180,VELINA薇莉娜美甲🦋台灣三無美甲產品,新北市中和區,4.823529243469238,57.0,0,183,16,51,0,2,false,false,96.23,1. Under 1 hour,2,310.0,0.0,5.0,7,7,15,0,0,0,1.5,0.0,0.0,0.0,29,3. Established,3. 100-999
283351,不逛可惜挖寶站,新北市汐止區,4.983521938323975,95.0,3234,346,1058,2276,8,1,false,false,99.61,1. Under 1 hour,1,399.0,0.0,0.0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,3. Established,3. 100-999
285251,『 MAMIKID 酷歐居家 』最優越的媽咪好幫手,桃園市蘆竹區,4.904757976531982,100.0,4761,239450,670,1273630,19527,6593,false,true,97.99,2. 1-6 hours,1,2.0,78.0,4.88,1387,1366,571,0,1,0,1.0,0.0,100.0,0.0,3324,2. Power Seller,"1. 10,000+"
296763,【Homance】家の日常 🏡,桃園市蘆竹區,4.919539928436279,42.0,11882,47,402,91,1,1,false,false,97.85,2. 1-6 hours,1,327.0,0.0,0.0,0,0,0,0,0,0,16.0,0.0,0.0,0.0,0,3. Established,4. < 100
300554,小雞購物🐤 | 各國零食 | 居家日用 | 全館現貨✅,新北市土城區,4.961111068725586,100.0,3842,761,91,928,4,1,false,true,99.46,2. 1-6 hours,1,3.0,33.0,5.0,3,3,0,0,1,0,4.0,0.0,100.0,0.0,6,3. Established,3. 100-999
306334,「未滿100不寄出喔！」,新北市三峽區,4.953495979309082,57.0,0,2769,0,58831,355,70,false,false,99.28,1. Under 1 hour,2,92.5,0.0,2.5,1,1,0,0,0,0,1.5,0.0,0.0,0.0,2,2. Power Seller,"2. 1,000-9.999"
317797,Oa小舖☉辦公室用品專賣店:)),臺南市北區,4.971613883972168,83.0,6770,1677,903,3760,12,2,false,false,99.63,2. 1-6 hours,1,760.0,0.0,0.0,0,0,0,0,0,0,5.0,0.0,0.0,0.0,0,2. Power Seller,"2. 1,000-9.999"
322348,Baby Paradise 寶貝天堂,新北市淡水區,4.9869489669799805,100.0,5266,9856,424,73152,79,19,false,false,99.87,2. 1-6 hours,1,215.0,0.0,5.0,24,24,20,0,0,0,2.0,0.0,0.0,0.0,68,2. Power Seller,"2. 1,000-9.999"
327287,旅 人 3 C,桃園市觀音區,4.9118971824646,87.0,1737,2546,121,19136,220,129,false,false,98.21,1. Under 1 hour,1,320.0,0.0,4.95,22,22,4,0,0,0,2.0,0.0,0.0,0.0,48,2. Power Seller,"2. 1,000-9.999"
330454,貓狗寵一下,新北市五股區,4.973944187164307,98.0,9379,9120,70,137852,360,76,false,false,99.68,2. 1-6 hours,1,88.0,0.0,5.0,258,258,37,0,0,0,1.0,0.0,0.0,0.0,553,2. Power Seller,"2. 1,000-9.999"
335116,善緣居士之家,桃園市蘆竹區,4.867867946624756,100.0,3453,210,4741,323,7,5,false,false,96.42,1. Under 1 hour,3,2214.0,5.0,0.0,0,0,0,0,3,0,14.3,0.0,100.0,0.0,0,3. Established,3. 100-999
335766,妃愛萌物FEIshop,臺中市后里區,4.948741912841797,88.0,8655,5354,285,3790,30,15,false,false,98.83,2. 1-6 hours,1,180.0,0.0,5.0,3,3,13,0,0,0,10.0,0.0,0.0,0.0,19,2. Power Seller,"2. 1,000-9.999"
357737,◆NANA◆ 香水 x 美妝 x 保養品 x 電子發票,臺北市大同區,4.959688186645508,75.0,10365,14172,949,64421,330,69,false,false,99.38,2. 1-6 hours,1,1190.0,0.0,0.0,0,0,1,0,0,0,4.0,0.0,0.0,0.0,1,2. Power Seller,"1. 10,000+"
358583,老闆不在隨便買（滿299發貨）,桃園市大園區,4.876777172088623,78.0,10034,97,868,218,1,3,false,false,98.2,2. 1-6 hours,1,564.0,30.0,0.0,0,0,0,0,1,0,6.0,0.0,100.0,0.0,0,3. Established,4. < 100
361237,Saisai的雜貨店,,5.0,81.0,3429,150,24,178,0,0,false,false,100.0,1. Under 1 hour,1,39.0,0.0,5.0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,2,3. Established,3. 100-999
364159,KIMIS選物🔥台灣出貨+免運費🔥零食、生活用品、家居百貨、批發團購,桃園市八德區,4.948266983032227,96.0,9702,330996,4973,1094188,7949,2173,false,true,99.08,2. 1-6 hours,1,15.0,20.0,4.95,104,104,87,0,1,0,2.0,0.0,100.0,0.0,295,2. Power Seller,"1. 10,000+"
364413,rasan*賣場滿500元(不含運費)才有出貨哦*,桃園市桃園區,4.960660934448242,14.0,18835,3150,1784,15666,81,14,false,false,99.4,2. 1-6 hours,1,1550.0,0.0,5.0,2,2,3,0,0,0,2.0,0.0,0.0,0.0,7,2. Power Seller,"2. 1,000-9.999"
368818,_share_come (平價現貨專區),臺中市北屯區,4.944681167602539,82.0,9101,437,675,470,6,0,false,false,98.74,2. 1-6 hours,1,399.0,0.0,0.0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,3. Established,3. 100-999
371940,養了一隻敗家狗🐾｜寵物選品.玩具.服飾,新北市新莊區,4.987718105316162,96.0,2337,2140,517,995,2,0,false,false,99.8,1. Under 1 hour,1,399.0,0.0,0.0,0,0,0,0,0,0,16.0,0.0,0.0,0.0,0,2. Power Seller,"2. 1,000-9.999"
376529,韓國正品南他宿,高雄市仁武區,4.970837116241455,88.0,11590,322587,997,574945,2382,421,false,false,99.51,2. 1-6 hours,3,295.67,4.67,4.98,341,341,621,0,2,0,3.0,0.0,66.67,0.0,1303,2. Power Seller,"1. 10,000+"
377436,Fly dream,新北市永和區,4.949999809265137,57.0,0,30,41,20,0,0,false,false,100.0,1. Under 1 hour,1,100.0,0.0,0.0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,3. Established,4. < 100
378568,開心買😄,桃園市中壢區,4.962307929992676,72.0,54,185,112,2230,11,2,false,false,99.42,1. Under 1 hour,1,792.0,0.0,0.0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,3. Established,3. 100-999
382434,馳士達車品改裝,臺北市大安區,4.872982025146484,92.0,8958,345,187,3720,99,29,false,false,96.67,2. 1-6 hours,1,321.0,33.0,0.0,0,0,0,0,1,0,20.0,0.0,100.0,0.0,0,3. Established,3. 100-999
382879,M&m 日式精品雜貨鋪,臺中市北區,4.9778571128845215,72.0,9196,7041,246,9036,25,3,false,false,99.69,2. 1-6 hours,1,499.0,0.0,4.97,31,31,205,0,0,0,62.0,0.0,0.0,0.0,267,2. Power Seller,"2. 1,000-9.999"
390268,元氣棧CACE,新北市五股區,4.8869309425354,69.0,2911,1352,1261,4048,49,60,false,false,97.38,1. Under 1 hour,3,419.67,0.33,0.0,0,0,0,0,1,0,4.0,0.0,33.33,0.0,0,2. Power Seller,"2. 1,000-9.999"
392270,大灌企業社,屏東縣屏東市,4.930645942687988,79.0,7425,12079,4561,5230,38,35,false,false,98.62,2. 1-6 hours,1,1425.0,0.0,5.0,1,1,2,0,0,0,1.0,0.0,0.0,0.0,4,2. Power Seller,"1. 10,000+"
